117,155,166,144,227,137,275,152,329,168,362,199,379,190,379,162,306,121,244,97,165,93,77,115,####VICOLETTO
140,176,224,191,224,163,135,151,####ITALIAN
232,188,349,201,349,184,235,167,####RESTAURANT
456,174,499,162,497,148,457,157,####Jasper
487,149,488,138,471,142,470,151,####000
382,245,384,252,384,252,486,254,485,242,432,238,#######
230,353,252,355,252,337,230,336,####550
371,319,341,323,344,338,371,338,####GIN
403,340,451,337,447,312,405,318,####ARLO
374,346,364,348,364,360,376,360,####C
406,362,433,359,429,348,407,349,####NNI
