108,110,135,85,175,82,207,111,227,95,186,58,132,59,91,93,####GUINNESS
80,131,84,171,134,207,144,192,115,164,102,125,####WORLD
152,211,189,207,224,176,236,128,217,125,206,159,187,184,148,190,####RECORDS
58,241,157,242,155,224,56,223,####WORLDS
160,243,259,242,257,224,161,225,####LARGEST
76,263,158,259,158,243,73,241,####JIGSAW
160,261,243,263,242,244,159,243,####PUZZLE
92,281,225,282,226,262,92,261,####COLLECTION
54,311,148,311,145,290,54,290,####PUZZLE
153,311,265,313,263,290,152,290,####MANSION
52,330,93,331,93,316,50,316,####BRGY
97,332,151,331,150,316,98,317,####ASISAN
157,330,230,331,228,317,156,317,####TAGAYTAY
231,331,267,332,268,317,232,316,####CITY
