854,518,1016,416,1211,383,1202,320,986,350,806,452,####ENGLISH
1280,389,1481,419,1658,536,1703,464,1511,359,1271,323,####HERITAGE
944,611,1532,617,1538,470,971,467,####ALAn
806,818,1694,830,1700,638,803,617,####TURING
878,974,1175,965,1169,833,881,833,####1912
1310,980,1634,986,1622,845,1298,842,####1954
884,1082,1145,1082,1145,986,878,989,####Code
1229,1085,1628,1091,1631,998,1196,992,####breaker
1127,1169,1334,1166,1325,1082,1127,1088,####and
998,1259,1370,1259,1370,1169,974,1163,####Pioneer
1415,1268,1523,1268,1529,1169,1409,1166,####of
746,1376,1301,1373,1301,1268,740,1259,####Computer
1340,1358,1748,1364,1754,1274,1352,1262,####Science
836,1457,1046,1463,1043,1391,824,1382,####was
1079,1466,1352,1469,1337,1370,1088,1364,####born
1400,1472,1658,1469,1655,1370,1391,1358,####here
