167,362,512,239,845,164,809,11,437,77,86,224,####TURKISH
938,161,1196,122,1481,137,1487,8,1223,8,890,11,####COFFEE
1538,146,1646,164,1646,14,1553,5,#######
1691,158,2246,305,2651,479,2705,365,2339,164,1703,14,####RESTAURANT
968,776,1676,803,1670,644,971,620,####BERRu
1160,860,1274,863,1268,806,1151,806,####Tho
1289,860,1400,857,1397,806,1286,800,####Blu
1418,869,1496,872,1496,815,1406,806,####Ky
2357,1322,2564,1322,2555,1229,2342,1235,####264
2675,1427,3224,1424,3218,1286,2678,1283,####DONE
2759,1622,3257,1625,3257,1508,2741,1514,####HOUSE
2864,1052,3098,1049,3095,1004,2858,1004,####TURKISH
2681,1079,2813,1082,2813,1046,2672,1046,####COFFEE
2864,1088,3098,1088,3101,1049,2861,1052,####RESTAURANT
2678,1142,2906,1145,2906,1082,2672,1076,####BERRU
2384,1364,2462,1361,2462,1325,2366,1331,####TRAN
2465,1367,2540,1361,2540,1325,2465,1328,####NAO
2339,1397,2447,1400,2450,1364,2336,1358,####PBINH
2444,1403,2498,1403,2495,1361,2450,1361,####AN
2516,1397,2585,1400,2582,1361,2516,1358,####Q2
