284,360,376,333,533,313,529,261,427,273,271,309,####CAPILANO
556,316,712,303,880,316,898,259,814,243,652,243,553,253,####SUSPENSION
899,316,961,324,1088,355,1108,292,1045,276,911,261,####BRIDGE
412,441,484,441,478,393,389,393,####THE
502,441,653,436,658,397,500,391,####HEIGHT
661,433,688,430,691,411,659,409,####OF
695,439,790,442,820,390,694,390,####EXCIT
899,439,953,436,964,391,893,393,####NT
442,483,478,484,485,463,458,456,437,463,####THE
506,486,688,493,688,445,509,451,####MODERN
712,487,778,490,779,439,709,435,####TR
251,649,304,657,301,585,244,577,####BE
319,648,620,646,628,589,320,582,####ASTONISHED
257,699,283,681,277,661,236,673,####BY
269,720,323,697,313,676,263,696,####THE
341,717,614,717,619,675,343,666,####NATURAL
323,801,569,808,578,735,320,733,####EAUTY
994,667,1024,651,1012,616,991,625,####N
913,493,943,493,944,433,911,459,####R
