97,174,123,160,183,139,263,132,273,95,213,93,145,106,85,143,####SELAMAT
286,118,290,137,324,137,350,142,404,160,433,162,445,123,365,104,292,99,####DATANG
151,197,359,196,366,145,177,141,####MEMORI
87,243,310,242,312,205,164,206,138,190,98,192,####D'TANJUNG
329,242,438,239,438,196,332,200,####ASAM
116,274,172,274,178,249,116,251,####PUSAT
192,275,234,274,236,248,187,251,####MINI
250,273,357,269,358,250,249,250,####REAKRASI
125,275,128,300,156,300,157,277,####TEL
167,278,167,298,283,299,283,272,####016-4670126
289,275,293,301,328,298,330,272,####PAK
334,271,339,303,373,297,371,269,####TEH
