50,242,116,216,220,177,342,154,330,92,218,115,33,182,####REDONDO
358,150,453,136,574,131,573,67,547,70,444,76,352,94,####BEACH
776,132,845,136,950,151,963,92,892,77,780,69,####KING
975,157,1123,195,1262,245,1280,184,1172,144,1078,115,985,99,####HARBOR
159,270,240,268,244,242,159,244,####SPORT
245,271,341,274,350,245,246,243,####FISHING
365,272,538,274,544,245,366,244,####RESTAURANT
553,272,702,269,699,247,559,245,####PORTOFINO
712,277,762,270,760,245,711,246,####INN
781,275,899,275,897,250,778,246,####MARINAS
915,277,1076,276,1073,247,917,247,####FISHERMANS
1083,279,1167,279,1169,251,1081,251,####WHARF
119,596,149,592,156,572,114,567,#######
863,338,934,337,941,324,872,324,####SUPPORT
942,339,1001,332,1006,326,949,324,####CANCER
1006,340,1079,334,1076,323,1010,323,####PATIENTS
886,337,884,349,926,351,929,338,####DOG
947,341,949,351,1014,353,1015,335,####People
1019,331,1015,353,1063,352,1063,334,####Walk
853,367,1084,367,1086,354,1078,352,857,348,#######
913,365,910,380,1041,380,1034,367,####3103763550
783,339,788,362,849,359,831,339,#######
