9,336,213,300,214,193,3,235,####VHEAT
3,432,140,407,145,310,2,343,####uits
8,524,187,499,186,437,8,472,####egrain
368,140,415,149,471,135,498,146,490,105,464,95,404,111,363,108,####VITABELLA
338,374,477,383,686,328,819,356,811,242,694,223,478,267,315,255,####VITABELLA
350,419,389,428,443,422,443,402,406,407,356,399,####ORGANIC
464,398,474,422,541,399,535,381,492,393,####GLUTEN
541,404,590,395,584,371,540,380,####FREE
606,396,638,386,632,363,600,369,####BIO
663,383,731,378,769,387,772,365,733,357,663,362,####GLUTENFRE
309,458,374,458,373,434,308,432,####HIGh
373,457,442,460,434,435,374,434,####FIBRE
314,484,455,487,454,458,315,458,####MULTIGRAIN
457,485,546,488,544,460,457,461,####FLAKES
311,518,445,518,445,491,312,493,####MEHRKORN
451,518,532,518,535,493,451,490,####FLAKES
792,437,822,438,819,404,790,404,####F
121,787,161,784,163,767,115,767,####LOW
169,790,189,787,189,769,161,769,####IN
122,811,190,803,189,781,118,788,####SUGAR
27,984,57,981,53,956,24,953,####25
68,984,100,983,97,959,65,960,####90
136,1045,195,1025,202,995,122,1007,####Post
891,262,1036,270,1030,205,890,203,####Nest
971,515,1039,499,1034,386,971,398,####N
893,720,1033,722,1033,665,903,662,####Sim
888,776,1010,781,1009,722,884,722,####GO
899,805,988,805,985,782,891,776,####WHOLE
998,808,1034,809,1028,778,991,781,####GR
899,829,935,829,935,800,891,800,####NO
936,827,1033,824,1030,805,941,803,####ARTIFIC
166,1152,445,1144,433,1020,181,1029,####great
205,1221,541,1177,534,1109,193,1123,####grains
127,1213,187,1198,183,1174,124,1191,####NEW
116,1228,193,1215,187,1195,115,1206,####LOOK
778,1159,859,1146,852,1097,760,1111,####Post
680,1274,1027,1275,1024,1161,676,1161,####Raisi
666,1017,769,1017,769,1002,668,1002,#######
665,1036,752,1036,754,1020,665,1019,####Source
657,1058,695,1055,689,1036,656,1037,####of
698,1057,763,1057,763,1032,701,1032,####Fiber
837,1040,927,1042,929,1017,835,1016,####Healthy
951,1025,989,1023,989,1002,951,1001,#######
323,817,398,821,398,803,320,800,#######
455,821,508,821,510,802,451,806,#######
559,817,639,817,642,808,553,803,#######
335,549,394,549,391,529,338,527,####VEGAN
614,989,648,987,647,962,609,969,####23
786,791,838,787,835,764,787,770,####300g
543,989,576,989,570,962,544,962,####Rm
656,987,688,990,688,959,656,962,####99
