299,346,369,320,471,312,483,272,351,278,276,298,####EAST
525,312,593,316,717,332,823,358,837,300,775,288,663,278,557,270,515,272,####VILLAGE
225,446,895,444,887,368,221,360,####SHOE
167,544,987,560,971,470,173,462,####REPAIR
93,780,183,774,187,722,91,704,####1ST
201,778,327,776,327,722,201,726,####MARKS
521,914,1050,902,1034,822,513,832,####CUSTOMIZED
581,1038,1017,1030,1015,936,565,953,####SNEAKERS
337,1170,475,1170,487,1106,347,1112,####BUY
545,1170,705,1154,685,1094,535,1102,####SELL
772,1160,983,1140,979,1092,745,1100,####TRADE
289,1238,457,1226,473,1180,285,1178,####NEW
599,1230,761,1214,766,1166,689,1168,587,1174,####USED
803,1222,1042,1214,1036,1146,803,1166,####SHOES
